2021-10-08 19:08:45,582 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-10-08 19:08:45,612 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-10-08 19:08:45,613 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-10-08 19:08:45,613 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-10-08 19:08:45,615 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-10-08 19:08:45,616 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-10-08 19:08:45,617 INFO  SwAddin.cs: 201 - Setting up command manager
2021-10-08 19:08:45,618 INFO  SwAddin.cs: 204 - Adding command manager
2021-10-08 19:08:45,620 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-10-08 19:08:45,622 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-10-08 19:08:45,622 INFO  SwAddin.cs: 210 - Adding event handlers
2021-10-08 19:08:45,626 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-10-08 19:28:40,583 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2021-10-08 19:28:40,585 INFO  SwAddin.cs: 299 - Save is required
2021-10-08 19:28:40,585 INFO  SwAddin.cs: 313 - Saving assembly
2021-10-08 19:28:44,180 INFO  SwAddin.cs: 316 - Opening property manager
2021-10-08 19:28:44,195 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2021-10-08 19:28:44,200 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Assem1
2021-10-08 19:28:44,200 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1
2021-10-08 19:28:44,201 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-10-08 19:28:44,202 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2021-10-08 19:28:44,204 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part1-1
2021-10-08 19:28:44,204 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Part1-1
2021-10-08 19:28:44,205 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part1-1
2021-10-08 19:28:44,205 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part2_wheel-8
2021-10-08 19:28:44,205 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Part2_wheel-8
2021-10-08 19:28:44,206 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part2_wheel-8
2021-10-08 19:28:44,206 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part2_wheel-6
2021-10-08 19:28:44,207 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Part2_wheel-6
2021-10-08 19:28:44,207 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part2_wheel-6
2021-10-08 19:28:44,207 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part2_wheel-5
2021-10-08 19:28:44,208 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Part2_wheel-5
2021-10-08 19:28:44,208 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part2_wheel-5
2021-10-08 19:28:44,209 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part2_wheel-7
2021-10-08 19:28:44,209 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Part2_wheel-7
2021-10-08 19:28:44,209 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part2_wheel-7
2021-10-08 19:28:44,210 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2021-10-08 19:28:44,210 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Assem1
2021-10-08 19:28:44,211 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1
2021-10-08 19:28:44,211 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-10-08 19:28:44,211 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2021-10-08 19:28:44,212 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Part1-1
2021-10-08 19:28:44,212 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Part1-1
2021-10-08 19:28:44,213 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Part1-1
2021-10-08 19:28:44,213 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Part2_wheel-8
2021-10-08 19:28:44,213 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Part2_wheel-8
2021-10-08 19:28:44,214 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Part2_wheel-8
2021-10-08 19:28:44,214 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Part2_wheel-6
2021-10-08 19:28:44,215 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Part2_wheel-6
2021-10-08 19:28:44,215 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Part2_wheel-6
2021-10-08 19:28:44,215 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Part2_wheel-5
2021-10-08 19:28:44,216 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Part2_wheel-5
2021-10-08 19:28:44,216 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Part2_wheel-5
2021-10-08 19:28:44,217 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Part2_wheel-7
2021-10-08 19:28:44,217 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Part2_wheel-7
2021-10-08 19:28:44,217 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Part2_wheel-7
2021-10-08 19:28:44,428 INFO  SwAddin.cs: 339 - Loading config tree
2021-10-08 19:28:44,433 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2021-10-08 19:28:44,439 INFO  SwAddin.cs: 344 - Showing property manager
2021-10-08 19:29:22,770 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-08 19:29:39,619 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-08 19:29:42,081 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-08 19:29:42,889 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-08 19:29:43,004 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-08 19:29:43,349 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-08 19:29:44,681 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-08 19:29:46,097 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-08 19:29:47,657 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-08 19:29:54,686 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-08 19:29:54,959 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-08 19:30:02,824 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
